x analitic dft/fft
2.070000000000000e-02 -4.240242071815855e-04 -4.240242071672368e-04
2.080000000000000e-02 -4.281090192249446e-04 -4.281090192250481e-04
2.090000000000000e-02 -4.322131984626235e-04 -4.322131984482447e-04
2.100000000000000e-02 -4.363367418089928e-04 -4.363367418078468e-04
2.110000000000000e-02 -4.404796461780012e-04 -4.404796461623950e-04
2.120000000000000e-02 -4.446419084831761e-04 -4.446419084860459e-04
2.130000000000000e-02 -4.488235256376225e-04 -4.488235256260437e-04
2.140000000000000e-02 -4.530244945540236e-04 -4.530244945556705e-04
2.150000000000000e-02 -4.572448121446404e-04 -4.572448121318573e-04
2.160000000000000e-02 -4.614844753213118e-04 -4.614844753205588e-04
2.170000000000000e-02 -4.657434809954538e-04 -4.657434809802047e-04
2.180000000000000e-02 -4.700218260780606e-04 -4.700218260760836e-04
2.190000000000000e-02 -4.743195074797034e-04 -4.743195074632944e-04
2.200000000000000e-02 -4.786365221105309e-04 -4.786365221125521e-04
2.210000000000000e-02 -4.829728668802692e-04 -4.829728668678396e-04
2.220000000000000e-02 -4.873285386982208e-04 -4.873285386990112e-04
2.230000000000000e-02 -4.917035344732658e-04 -4.917035344596671e-04
2.240000000000000e-02 -4.960978511138612e-04 -4.960978511136527e-04
2.250000000000000e-02 -5.005114855280403e-04 -5.005114855133330e-04
2.260000000000000e-02 -5.049444346234137e-04 -5.049444346219567e-04
2.270000000000000e-02 -5.093966953071681e-04 -5.093966952912782e-04
2.280000000000000e-02 -5.138682644860665e-04 -5.138682644886400e-04
2.290000000000000e-02 -5.183591390664488e-04 -5.183591390546388e-04
2.300000000000000e-02 -5.228693159542307e-04 -5.228693159556180e-04
2.310000000000000e-02 -5.273987920549042e-04 -5.273987920418610e-04
2.320000000000000e-02 -5.319475642735374e-04 -5.319475642724947e-04
2.330000000000000e-02 -5.365156295147739e-04 -5.365156294992596e-04
2.340000000000000e-02 -5.411029846828335e-04 -5.411029846805193e-04
2.350000000000000e-02 -5.457096266815115e-04 -5.457096266648642e-04
2.360000000000000e-02 -5.503355524141790e-04 -5.503355524158898e-04
2.370000000000000e-02 -5.549807587837821e-04 -5.549807587710565e-04
2.380000000000000e-02 -5.596452426928428e-04 -5.596452426933213e-04
2.390000000000000e-02 -5.643290010434581e-04 -5.643290010295676e-04
2.400000000000000e-02 -5.690320307372999e-04 -5.690320307377705e-04
2.410000000000000e-02 -5.737543286756156e-04 -5.737543286616631e-04
2.420000000000000e-02 -5.784958917592273e-04 -5.784958917584432e-04
2.430000000000000e-02 -5.832567168885318e-04 -5.832567168733427e-04
2.440000000000000e-02 -5.880368009635010e-04 -5.880368009667236e-04
2.450000000000000e-02 -5.928361408836808e-04 -5.928361408725075e-04
2.460000000000000e-02 -5.976547335481919e-04 -5.976547335502236e-04
2.470000000000000e-02 -6.024925758557297e-04 -6.024925758433969e-04
2.480000000000000e-02 -6.073496647045631e-04 -6.073496647042015e-04
2.490000000000000e-02 -6.122259969925358e-04 -6.122259969777305e-04
2.500000000000000e-02 -6.171215696170657e-04 -6.171215696155197e-04
2.510000000000000e-02 -6.220363794751439e-04 -6.220363794591233e-04
2.520000000000000e-02 -6.269704234633357e-04 -6.269704234657392e-04
2.530000000000000e-02 -6.319236984777803e-04 -6.319236984657639e-04
2.540000000000000e-02 -6.368962014141903e-04 -6.368962014153962e-04
2.550000000000000e-02 -6.418879291678519e-04 -6.418879291547053e-04
2.560000000000000e-02 -6.468988786336248e-04 -6.468988786326180e-04
2.570000000000000e-02 -6.519290467059411e-04 -6.519290466905359e-04
2.580000000000000e-02 -6.569784302788077e-04 -6.569784302765530e-04
2.590000000000000e-02 -6.620470262458033e-04 -6.620470262291567e-04
2.600000000000000e-02 -6.671348315000797e-04 -6.671348315018949e-04
2.610000000000000e-02 -6.722418429343622e-04 -6.722418429217225e-04
2.620000000000000e-02 -6.773680574409482e-04 -6.773680574415353e-04
2.630000000000000e-02 -6.825134719117077e-04 -6.825134718978915e-04
2.640000000000000e-02 -6.876780832380834e-04 -6.876780832361928e-04
2.650000000000000e-02 -6.928618883110907e-04 -6.928618882948850e-04
2.660000000000000e-02 -6.980648840213171e-04 -6.980648840183151e-04
2.670000000000000e-02 -7.032870672589220e-04 -7.032870672414870e-04
2.680000000000000e-02 -7.085284349136367e-04 -7.085284349146598e-04
2.690000000000000e-02 -7.137889838747655e-04 -7.137889838613604e-04
2.700000000000000e-02 -7.190687110311835e-04 -7.190687110309041e-04
2.710000000000000e-02 -7.243676132713379e-04 -7.243676132567267e-04
2.720000000000000e-02 -7.296856874832478e-04 -7.296856874829533e-04
2.730000000000000e-02 -7.350229305545036e-04 -7.350229305398415e-04
2.740000000000000e-02 -7.403793393722665e-04 -7.403793393707531e-04
2.750000000000000e-02 -7.457549108232703e-04 -7.457549108073752e-04
2.760000000000000e-02 -7.511496417938187e-04 -7.511496417963448e-04
2.770000000000000e-02 -7.565635291697874e-04 -7.565635291578721e-04
2.780000000000000e-02 -7.619965698366226e-04 -7.619965698379000e-04
2.790000000000000e-02 -7.674487606793417e-04 -7.674487606662561e-04
2.800000000000000e-02 -7.729200985825322e-04 -7.729200985813756e-04
2.810000000000000e-02 -7.784105804303529e-04 -7.784105804148345e-04
2.820000000000000e-02 -7.839202031065327e-04 -7.839202031041381e-04
2.830000000000000e-02 -7.894489634943713e-04 -7.894489634776153e-04
2.840000000000000e-02 -7.949968584767387e-04 -7.949968584783917e-04
2.850000000000000e-02 -8.005638849360742e-04 -8.005638849233471e-04
2.860000000000000e-02 -8.061500397543884e-04 -8.061500397548299e-04
2.870000000000000e-02 -8.117553198132613e-04 -8.117553197993371e-04
2.880000000000000e-02 -8.173797219938426e-04 -8.173797219932499e-04
2.890000000000000e-02 -8.230232431768520e-04 -8.230232431618301e-04
2.900000000000000e-02 -8.286858802425791e-04 -8.286858802407093e-04
2.910000000000000e-02 -8.343676300708824e-04 -8.343676300546360e-04
2.920000000000000e-02 -8.400684895411899e-04 -8.400684895433358e-04
2.930000000000000e-02 -8.457884555324997e-04 -8.457884555203021e-04
2.940000000000000e-02 -8.515275249233781e-04 -8.515275249243726e-04
2.950000000000000e-02 -8.572856945919609e-04 -8.572856945785606e-04
2.960000000000000e-02 -8.630629614159535e-04 -8.630629614144736e-04
2.970000000000000e-02 -8.688593222726287e-04 -8.688593222568319e-04
2.980000000000000e-02 -8.746747740388290e-04 -8.746747740361605e-04
2.990000000000000e-02 -8.805093135909659e-04 -8.805093135739878e-04
3.000000000000000e-02 -8.863629378050187e-04 -8.863629378064175e-04
3.010000000000000e-02 -8.922356435565351e-04 -8.922356435435291e-04
3.020000000000000e-02 -8.981274277206319e-04 -8.981274277207324e-04
3.030000000000000e-02 -9.040382871719929e-04 -9.040382871578490e-04
3.040000000000000e-02 -9.099682187848710e-04 -9.099682187849734e-04
3.050000000000000e-02 -9.159172194330866e-04 -9.159172194188742e-04
3.060000000000000e-02 -9.218852859900282e-04 -9.218852859889382e-04
3.070000000000000e-02 -9.278724153286517e-04 -9.278724153131968e-04
3.080000000000000e-02 -9.338786043214806e-04 -9.338786043243952e-04
3.090000000000000e-02 -9.399038498406067e-04 -9.399038498291296e-04
3.100000000000000e-02 -9.459481487576881e-04 -9.459481487593818e-04
3.110000000000000e-02 -9.520114979439508e-04 -9.520114979313099e-04
3.120000000000000e-02 -9.580938942701884e-04 -9.580938942694850e-04
3.130000000000000e-02 -9.641953346067607e-04 -9.641953345917303e-04
3.140000000000000e-02 -9.703158158235946e-04 -9.703158158217429e-04
3.150000000000000e-02 -9.764553347901848e-04 -9.764553347739041e-04
3.160000000000000e-02 -9.826138883755916e-04 -9.826138883776286e-04
3.170000000000000e-02 -9.887914734484418e-04 -9.887914734361958e-04
3.180000000000000e-02 -9.949880868769302e-04 -9.949880868778266e-04
3.190000000000000e-02 -1.001203725528816e-03 -1.001203725515376e-03
3.200000000000000e-02 -1.007438386271428e-03 -1.007438386270196e-03
3.210000000000000e-02 -1.013692065971656e-03 -1.013692065956084e-03
3.220000000000000e-02 -1.019964761495960e-03 -1.019964761493533e-03
3.230000000000000e-02 -1.026256469710366e-03 -1.026256469693565e-03
3.240000000000000e-02 -1.032567187480463e-03 -1.032567187482000e-03
3.250000000000000e-02 -1.038896911671407e-03 -1.038896911658593e-03
3.260000000000000e-02 -1.045245639147921e-03 -1.045245639148221e-03
3.270000000000000e-02 -1.051613366774292e-03 -1.051613366760268e-03
3.280000000000000e-02 -1.058000091414373e-03 -1.058000091412284e-03
3.290000000000000e-02 -1.064405809931581e-03 -1.064405809915181e-03
3.300000000000000e-02 -1.070830519188900e-03 -1.070830519185578e-03
3.310000000000000e-02 -1.077274216048878e-03 -1.077274216031252e-03
3.320000000000000e-02 -1.083736897373630e-03 -1.083736897374343e-03
3.330000000000000e-02 -1.090218560024832e-03 -1.090218560011166e-03
3.340000000000000e-02 -1.096719200863726e-03 -1.096719200863239e-03
3.350000000000000e-02 -1.103238816751122e-03 -1.103238816736254e-03
3.360000000000000e-02 -1.109777404547389e-03 -1.109777404546833e-03
3.370000000000000e-02 -1.116334961112465e-03 -1.116334961097531e-03
3.380000000000000e-02 -1.122911483305849e-03 -1.122911483304068e-03
3.390000000000000e-02 -1.129506967986608e-03 -1.129506967970428e-03
3.400000000000000e-02 -1.136121412013368e-03 -1.136121412015537e-03
3.410000000000000e-02 -1.142754812244323e-03 -1.142754812232250e-03
3.420000000000000e-02 -1.149407165537229e-03 -1.149407165538199e-03
3.430000000000000e-02 -1.156078468749405e-03 -1.156078468736083e-03
3.440000000000000e-02 -1.162768718737736e-03 -1.162768718736343e-03
3.450000000000000e-02 -1.169477912358669e-03 -1.169477912342926e-03
3.460000000000000e-02 -1.176206046468214e-03 -1.176206046465567e-03
3.470000000000000e-02 -1.182953117921944e-03 -1.182953117905033e-03
3.480000000000000e-02 -1.189719123574996e-03 -1.189719123576335e-03
3.490000000000000e-02 -1.196504060282070e-03 -1.196504060269124e-03
3.500000000000000e-02 -1.203307924897430e-03 -1.203307924897604e-03
3.510000000000000e-02 -1.210130714274899e-03 -1.210130714260765e-03
3.520000000000000e-02 -1.216972425267866e-03 -1.216972425267013e-03
3.530000000000000e-02 -1.223833054729283e-03 -1.223833054714060e-03
3.540000000000000e-02 -1.230712599511661e-03 -1.230712599509534e-03
3.550000000000000e-02 -1.237611056467077e-03 -1.237611056450677e-03
3.560000000000000e-02 -1.244528422447168e-03 -1.244528422449029e-03
3.570000000000000e-02 -1.251464694303135e-03 -1.251464694290744e-03
3.580000000000000e-02 -1.258419868885737e-03 -1.258419868886418e-03
3.590000000000000e-02 -1.265393943045301e-03 -1.265393943031684e-03
3.600000000000000e-02 -1.272386913631709e-03 -1.272386913630005e-03
3.610000000000000e-02 -1.279398777494411e-03 -1.279398777478416e-03
3.620000000000000e-02 -1.286429531482413e-03 -1.286429531479491e-03
3.630000000000000e-02 -1.293479172444286e-03 -1.293479172427073e-03
3.640000000000000e-02 -1.300547697228163e-03 -1.300547697229204e-03
3.650000000000000e-02 -1.307635102681733e-03 -1.307635102668459e-03
3.660000000000000e-02 -1.314741385652253e-03 -1.314741385652088e-03
3.670000000000000e-02 -1.321866542986535e-03 -1.321866542972130e-03
3.680000000000000e-02 -1.329010571530954e-03 -1.329010571530773e-03
3.690000000000000e-02 -1.336173468131449e-03 -1.336173468116930e-03
3.700000000000000e-02 -1.343355229633513e-03 -1.343355229632151e-03
3.710000000000000e-02 -1.350555852882207e-03 -1.350555852866531e-03
3.720000000000000e-02 -1.357775334722145e-03 -1.357775334724712e-03
3.730000000000000e-02 -1.365013671997507e-03 -1.365013671985826e-03
3.740000000000000e-02 -1.372270861552031e-03 -1.372270861553393e-03
3.750000000000000e-02 -1.379546900229013e-03 -1.379546900216175e-03
3.760000000000000e-02 -1.386841784871313e-03 -1.386841784870349e-03
3.770000000000000e-02 -1.394155512321348e-03 -1.394155512306136e-03
3.780000000000000e-02 -1.401488079421095e-03 -1.401488079418978e-03
3.790000000000000e-02 -1.408839483012093e-03 -1.408839482995666e-03
3.800000000000000e-02 -1.416209719935436e-03 -1.416209719937292e-03
3.810000000000000e-02 -1.423598787031781e-03 -1.423598787019267e-03
3.820000000000000e-02 -1.431006681141343e-03 -1.431006681141947e-03
3.830000000000000e-02 -1.438433399103896e-03 -1.438433399090250e-03
3.840000000000000e-02 -1.445878937758774e-03 -1.445878937757689e-03
3.850000000000000e-02 -1.453343293944868e-03 -1.453343293929460e-03
3.860000000000000e-02 -1.460826464500631e-03 -1.460826464498299e-03
3.870000000000000e-02 -1.468328446264070e-03 -1.468328446247461e-03
3.880000000000000e-02 -1.475849236072754e-03 -1.475849236074425e-03
3.890000000000000e-02 -1.483388830763809e-03 -1.483388830751234e-03
3.900000000000000e-02 -1.490947227173922e-03 -1.490947227174369e-03
3.910000000000000e-02 -1.498524422139335e-03 -1.498524422125502e-03
3.920000000000000e-02 -1.506120412495848e-03 -1.506120412493886e-03
3.930000000000000e-02 -1.513735195078821e-03 -1.513735195062621e-03
3.940000000000000e-02 -1.521368766723170e-03 -1.521368766720016e-03
3.950000000000000e-02 -1.529021124263372e-03 -1.529021124245994e-03
3.960000000000000e-02 -1.536692264533458e-03 -1.536692264534276e-03
3.970000000000000e-02 -1.544382184367017e-03 -1.544382184353585e-03
